SAMPLE DATE,COMMODITY,LAB NUMBER,STATE/COUNTRY OF ORIGIN,GROWER CITY,ORGANIC COMMODITY,ILLEGAL CASE NUMBER,BRANDNAME,COLLECTION SITE NAME,COLLECTION SITE CITY,COLLECTION SITE TYPE,ANALYSIS TYPE,PESTICIDE SCREEN,CHEMICAL DETECTED (IF ANY),AMOUNT OF CHEMICAL DETECTED (PPM),U.S. EPA TOLERANCE LEVEL (PPM),MINIMUM DETECTION LIMIT (PPM)
27-Jan-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),R14M00148,Mexico,,No,,Altiza,West Coast Produce,Oakland,Wholesale,Basic Screening,GCMSMS,,0,,
27-Jan-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),R14M00148,Mexico,,No,,Altiza,West Coast Produce,Oakland,Wholesale,Basic Screening,LCMSMS,FLUOPICOLIDE,0.116,1.6,0.01
27-Jan-14,GRAPES,R14M00149,Peru,Sacramento,No,,Cadime,West Coast Produce,Oakland,Wholesale,Basic Screening,LCMSMS,FENHEXAMID,0.237,4,0.08
27-Jan-14,GRAPES,R14M00149,Peru,Sacramento,No,,Cadime,West Coast Produce,Oakland,Wholesale,Basic Screening,LCMSMS,MYCLOBUTANIL,0.042,1,0.02
27-Jan-14,GRAPES,R14M00149,Peru,Sacramento,No,,Cadime,West Coast Produce,Oakland,Wholesale,Basic Screening,GCMSMS,IPRODIONE,0.011,60,0.01
27-Jan-14,GRAPES,R14M00149,Peru,Sacramento,No,,Cadime,West Coast Produce,Oakland,Wholesale,Basic Screening,LCMSMS,IMIDACLOPRID,0.095,1,0.02
27-Jan-14,GRAPES,R14M00149,Peru,Sacramento,No,,Cadime,West Coast Produce,Oakland,Wholesale,Basic Screening,LCMSMS,BUPROFEZIN,0.011,2.5,0.01
27-Jan-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),R14M00150,Mexico,"Navojoa, Sinaloa",No,,Great Produce,West Coast Produce,Oakland,Wholesale,Basic Screening,LCMSMS,AZOXYSTROBIN,0.083,3,0.01
27-Jan-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),R14M00150,Mexico,"Navojoa, Sinaloa",No,,Great Produce,West Coast Produce,Oakland,Wholesale,Basic Screening,GCMSMS,,0,,
27-Jan-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),R14M00150,Mexico,"Navojoa, Sinaloa",No,,Great Produce,West Coast Produce,Oakland,Wholesale,Basic Screening,LCMSMS,THIAMETHOXAM,0.013,0.25,0.01
27-Jan-14,"PEA, SNOW (SUGAR PEA)",R14M00151,Guatemala,"Chimaltenango, Guatemala",No,,Peninsula Fresh,West Coast Produce,Oakland,Wholesale,Basic Screening,LCMSMS,,0,,
27-Jan-14,"PEA, SNOW (SUGAR PEA)",R14M00151,Guatemala,"Chimaltenango, Guatemala",No,,Peninsula Fresh,West Coast Produce,Oakland,Wholesale,Basic Screening,GCMSMS,,0,,
27-Jan-14,"BEANS (GREEN, STRING)",R14M00152,Mexico,"Cuciacan, Mexico",No,,Green Beans,West Coast Produce,Oakland,Wholesale,Basic Screening,LCMSMS,THIOPHANATE-METHYL,0.081,2,0.01
27-Jan-14,"BEANS (GREEN, STRING)",R14M00152,Mexico,"Cuciacan, Mexico",No,,Green Beans,West Coast Produce,Oakland,Wholesale,Basic Screening,GCMSMS,,0,,
27-Jan-14,ORANGE (ALL OR UNSPEC),R14M00153,United States,,No,,Brownies,West Coast Produce,Oakland,Wholesale,Basic Screening,LCMSMS,THIABENDAZOLE,0.743,10,0.01
27-Jan-14,ORANGE (ALL OR UNSPEC),R14M00153,United States,,No,,Brownies,West Coast Produce,Oakland,Wholesale,Basic Screening,GCMSMS,,0,,
27-Jan-14,ORANGE (ALL OR UNSPEC),R14M00153,United States,,No,,Brownies,West Coast Produce,Oakland,Wholesale,Basic Screening,LCMSMS,IMAZALIL,0.903,10,0.01
27-Jan-14,BROCCOLI,R14M00154,United States,,No,,Song Hee,West Coast Produce,Oakland,Wholesale,Basic Screening,GCMSMS,,0,,
27-Jan-14,BROCCOLI,R14M00154,United States,,No,,Song Hee,West Coast Produce,Oakland,Wholesale,Basic Screening,LCMSMS,,0,,
27-Jan-14,TOMATO,R14M00155,Mexico,,No,,Plain Jane,G&N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,CHLOROTHALONIL,0.035,5,0.01
27-Jan-14,TOMATO,R14M00155,Mexico,,No,,Plain Jane,G&N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,BOSCALID,0.012,3,0.01
27-Jan-14,"ASPARAGUS (SPEARS, FERNS, ETC.)",R14M00156,Mexico,,No,,Ocean Mist,G&N Produce,Oakland,Wholesale,Basic Screening,GCMSMS,,0,,
27-Jan-14,"ASPARAGUS (SPEARS, FERNS, ETC.)",R14M00156,Mexico,,No,,Ocean Mist,G&N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,,0,,
27-Jan-14,MANGO,R14M00157,Peru,,No,,Big Sun Mangos,G &N Produce,Oakland,Wholesale,Basic Screening,GCMSMS,,0,,
27-Jan-14,MANGO,R14M00157,Peru,,No,,Big Sun Mangos,G &N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,THIABENDAZOLE,0.108,10,0.01
27-Jan-14,"PEA, SNOW (SUGAR PEA)",R14M00158,Mexico,,No,,Fresh Kist Produce,G & N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,,0,,
27-Jan-14,"PEA, SNOW (SUGAR PEA)",R14M00158,Mexico,,No,,Fresh Kist Produce,G & N Produce,Oakland,Wholesale,Basic Screening,GCMSMS,BIFENTHRIN,0.023,0.6,0.01
27-Jan-14,"GINGER (GINGER ROOT, COMMON GINGER)",R14M00159,China - mainland,,No,,fresh ginger,G & N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,,0,,
27-Jan-14,"GINGER (GINGER ROOT, COMMON GINGER)",R14M00159,China - mainland,,No,,fresh ginger,G & N Produce,Oakland,Wholesale,Basic Screening,GCMSMS,,0,,
27-Jan-14,SPINACH,R14M00160,United States,,No,,Topless,G & N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,FENAMIDONE,2.04,60,0.02
27-Jan-14,SPINACH,R14M00160,United States,,No,,Topless,G & N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,FLONICAMID,0.381,9,0.06
27-Jan-14,SPINACH,R14M00160,United States,,No,,Topless,G & N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,MANDIPROPAMID,0.379,20,0.01
27-Jan-14,SPINACH,R14M00160,United States,,No,,Topless,G & N Produce,Oakland,Wholesale,Basic Screening,GCMSMS,PERMETHRIN,0.269,20,0.01
27-Jan-14,SPINACH,R14M00160,United States,,No,,Topless,G & N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,ACETAMIPRID,0.107,3,0.01
27-Jan-14,CARROTS (ROOT CROP),R14M00161,United States,,No,,Grimmway,G & N Produce,Oakland,Wholesale,Basic Screening,GCMSMS,,0,,
27-Jan-14,CARROTS (ROOT CROP),R14M00161,United States,,No,,Grimmway,G & N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,PYRACLOSTROBIN,0.011,0.4,0.01
27-Jan-14,CARROTS (ROOT CROP),R14M00161,United States,,No,,Grimmway,G & N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,BOSCALID,0.015,1,0.01
27-Jan-14,ORANGE (ALL OR UNSPEC),R14M00162,United States,,No,,Texas Oranges,G & N Produce,Oakland,Wholesale,Basic Screening,GCMSMS,,0,,
27-Jan-14,ORANGE (ALL OR UNSPEC),R14M00162,United States,,No,,Texas Oranges,G & N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,AZOXYSTROBIN,0.026,15,0.01
27-Jan-14,ORANGE (ALL OR UNSPEC),R14M00162,United States,,No,,Texas Oranges,G & N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,CHLORPYRIFOS,0.02,1,0.02
27-Jan-14,ORANGE (ALL OR UNSPEC),R14M00162,United States,,No,,Texas Oranges,G & N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,IMAZALIL,1.43,10,0.01
27-Jan-14,ORANGE (ALL OR UNSPEC),R14M00162,United States,,No,,Texas Oranges,G & N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,PYRACLOSTROBIN,0.048,2,0.01
27-Jan-14,ORANGE (ALL OR UNSPEC),R14M00162,United States,,No,,Texas Oranges,G & N Produce,Oakland,Wholesale,Basic Screening,LCMSMS,THIABENDAZOLE,2.11,10,0.01
29-Jan-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),2140143,Mexico,,No,,Fresh Jalapeno Pepper (Marquez Produce),Marquez Produce,Los Angeles,Wholesale,Basic Screening,Chlorinated Hydrocarbons,,0,,
29-Jan-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),2140143,Mexico,,No,,Fresh Jalapeno Pepper (Marquez Produce),Marquez Produce,Los Angeles,Wholesale,Basic Screening,LCMSMS,CLOTHIANIDIN,0.034,0.8,0.01
29-Jan-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),2140143,Mexico,,No,,Fresh Jalapeno Pepper (Marquez Produce),Marquez Produce,Los Angeles,Wholesale,Basic Screening,LCMSMS,OXAMYL,0.073,5,0.054
29-Jan-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),2140143,Mexico,,No,,Fresh Jalapeno Pepper (Marquez Produce),Marquez Produce,Los Angeles,Wholesale,Basic Screening,LCMSMS,THIACLOPRID,0.02,1,0.01
29-Jan-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),2140143,Mexico,,No,,Fresh Jalapeno Pepper (Marquez Produce),Marquez Produce,Los Angeles,Wholesale,Basic Screening,LCMSMS,THIAMETHOXAM,0.013,0.25,0.01
29-Jan-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),2140143,Mexico,,No,,Fresh Jalapeno Pepper (Marquez Produce),Marquez Produce,Los Angeles,Wholesale,Basic Screening,Organophosphates,,0,,
29-Jan-14,PRICKLYPEAR CACTUS PADS,2140144,Mexico,,No,T-032-S14,Fresh Cactus (Las Joyas),Marquez Produce,Los Angeles,Wholesale,Basic Screening,LCMSMS,METHIDATHION,0.042,NTE,0.01
29-Jan-14,PRICKLYPEAR CACTUS PADS,2140144,Mexico,,No,T-032-S14,Fresh Cactus (Las Joyas),Marquez Produce,Los Angeles,Wholesale,Basic Screening,Chlorinated Hydrocarbons,CHLOROTHALONIL,0.36,NTE,0.02
29-Jan-14,PRICKLYPEAR CACTUS PADS,2140144,Mexico,,No,T-032-S14,Fresh Cactus (Las Joyas),Marquez Produce,Los Angeles,Wholesale,Basic Screening,LCMSMS,DIMETHOATE,0.03,NTE,0.01
29-Jan-14,PRICKLYPEAR CACTUS PADS,2140144,Mexico,,No,T-032-S14,Fresh Cactus (Las Joyas),Marquez Produce,Los Angeles,Wholesale,Basic Screening,Organophosphates,,0,,
29-Jan-14,PRICKLYPEAR CACTUS PADS,2140145,Mexico,,No,T-033-S14,R&P Food Processing,"V&L Produce, Inc.",Vernon,Wholesale,Basic Screening,LCMSMS,CARBENDAZIM,2.4,NTE,0.01
29-Jan-14,PRICKLYPEAR CACTUS PADS,2140145,Mexico,,No,T-033-S14,R&P Food Processing,"V&L Produce, Inc.",Vernon,Wholesale,Basic Screening,Organophosphates,,0,,
29-Jan-14,PRICKLYPEAR CACTUS PADS,2140145,Mexico,,No,T-033-S14,R&P Food Processing,"V&L Produce, Inc.",Vernon,Wholesale,Basic Screening,Chlorinated Hydrocarbons,,0,,
29-Jan-14,PRICKLYPEAR CACTUS PADS,2140145,Mexico,,No,T-033-S14,R&P Food Processing,"V&L Produce, Inc.",Vernon,Wholesale,Basic Screening,LCMSMS,ATRAZINE,0.018,NTE,0.01
29-Jan-14,PRICKLYPEAR CACTUS PADS,2140145,Mexico,,No,T-033-S14,R&P Food Processing,"V&L Produce, Inc.",Vernon,Wholesale,Basic Screening,LCMSMS,MONOCROTOPHOS,0.394,NTE,0.01
29-Jan-14,PRICKLYPEAR CACTUS PADS,2140145,Mexico,,No,T-033-S14,R&P Food Processing,"V&L Produce, Inc.",Vernon,Wholesale,Basic Screening,LCMSMS,DIMETHOATE,0.649,NTE,0.01
29-Jan-14,PEACH,2140146,Chile,,No,,Frutadeli,"V&L Produce, Inc.",Vernon,Wholesale,Basic Screening,LCMSMS,CHLORANTRANILIPROLE,0.02,4,0.02
29-Jan-14,PEACH,2140146,Chile,,No,,Frutadeli,"V&L Produce, Inc.",Vernon,Wholesale,Basic Screening,Organophosphates,,0,,
29-Jan-14,PEACH,2140146,Chile,,No,,Frutadeli,"V&L Produce, Inc.",Vernon,Wholesale,Basic Screening,Chlorinated Hydrocarbons,IPRODIONE,3.5,20,0.02
29-Jan-14,PEACH,2140146,Chile,,No,,Frutadeli,"V&L Produce, Inc.",Vernon,Wholesale,Basic Screening,LCMSMS,PYRIMETHANIL,0.022,10,0.01
29-Jan-14,PEACH,2140146,Chile,,No,,Frutadeli,"V&L Produce, Inc.",Vernon,Wholesale,Basic Screening,LCMSMS,SPINOSAD,0.01,0.2,0.01
29-Jan-14,PEACH,2140146,Chile,,No,,Frutadeli,"V&L Produce, Inc.",Vernon,Wholesale,Basic Screening,LCMSMS,TEBUCONAZOLE,0.634,1,0.02
29-Jan-14,TOMATILLO,2140147,Mexico,,No,,Los Catos Produce,"Montes Connections International, Inc.",Los Angeles,Wholesale,Basic Screening,LCMSMS,TRIFLOXYSTROBIN,0.011,0.5,0.01
29-Jan-14,TOMATILLO,2140147,Mexico,,No,,Los Catos Produce,"Montes Connections International, Inc.",Los Angeles,Wholesale,Basic Screening,Organophosphates,,0,,
29-Jan-14,TOMATILLO,2140147,Mexico,,No,,Los Catos Produce,"Montes Connections International, Inc.",Los Angeles,Wholesale,Basic Screening,LCMSMS,QUINOXYFEN,0.01,1.7,0.01
29-Jan-14,TOMATILLO,2140147,Mexico,,No,,Los Catos Produce,"Montes Connections International, Inc.",Los Angeles,Wholesale,Basic Screening,LCMSMS,MYCLOBUTANIL,0.04,0.3,0.02
29-Jan-14,TOMATILLO,2140147,Mexico,,No,,Los Catos Produce,"Montes Connections International, Inc.",Los Angeles,Wholesale,Basic Screening,Organophosphates,,0,,
29-Jan-14,"YAMS, TRUE (LISBON & WHITE YAM)",2140148,Japan,,No,,Top Quality,"Top Quality Produce, Inc.",La Puente,Wholesale,Basic Screening,Organophosphates,,0,,
29-Jan-14,"YAMS, TRUE (LISBON & WHITE YAM)",2140148,Japan,,No,,Top Quality,"Top Quality Produce, Inc.",La Puente,Wholesale,Basic Screening,Chlorinated Hydrocarbons,,0,,
29-Jan-14,"YAMS, TRUE (LISBON & WHITE YAM)",2140148,Japan,,No,,Top Quality,"Top Quality Produce, Inc.",La Puente,Wholesale,Basic Screening,LCMSMS,,0,,
29-Jan-14,"BURDOCK (ROOT CROP) (GOBO, HARLOCK, CLOTBUR)",2140149,Taiwan,,No,T-034-S14,Top Quality,"Top Quality Produce, Inc.",La Puente,Wholesale,Basic Screening,LCMSMS,,0,,
29-Jan-14,"BURDOCK (ROOT CROP) (GOBO, HARLOCK, CLOTBUR)",2140149,Taiwan,,No,T-034-S14,Top Quality,"Top Quality Produce, Inc.",La Puente,Wholesale,Basic Screening,Organophosphates,,0,,
29-Jan-14,"BURDOCK (ROOT CROP) (GOBO, HARLOCK, CLOTBUR)",2140149,Taiwan,,No,T-034-S14,Top Quality,"Top Quality Produce, Inc.",La Puente,Wholesale,Basic Screening,Chlorinated Hydrocarbons,DDE,0.02,NTE,0.02
29-Jan-14,"LIME (MEXICAN LIME, ETC.)",2140150,Mexico,,No,T-035-S14,Sicar,Cardenas Markets D.C.,Ontario,Chain Distribution,Basic Screening,Organophosphates,,0,,
29-Jan-14,"LIME (MEXICAN LIME, ETC.)",2140150,Mexico,,No,T-035-S14,Sicar,Cardenas Markets D.C.,Ontario,Chain Distribution,Basic Screening,Chlorinated Hydrocarbons,,0,,
29-Jan-14,"LIME (MEXICAN LIME, ETC.)",2140150,Mexico,,No,T-035-S14,Sicar,Cardenas Markets D.C.,Ontario,Chain Distribution,Basic Screening,LCMSMS,CARBENDAZIM,0.174,NTE,0.01
29-Jan-14,"LIME (MEXICAN LIME, ETC.)",2140150,Mexico,,No,T-035-S14,Sicar,Cardenas Markets D.C.,Ontario,Chain Distribution,Basic Screening,LCMSMS,IMAZALIL,0.723,10,0.01
29-Jan-14,"LIME (MEXICAN LIME, ETC.)",2140150,Mexico,,No,T-035-S14,Sicar,Cardenas Markets D.C.,Ontario,Chain Distribution,Basic Screening,LCMSMS,THIABENDAZOLE,0.025,10,0.01
29-Jan-14,GINGER ROOT,2140151,China - mainland,,No,,RC & LV,Cardenas Markets D.C.,Ontario,Chain Distribution,Basic Screening,Organophosphates,,0,,
29-Jan-14,GINGER ROOT,2140151,China - mainland,,No,,RC & LV,Cardenas Markets D.C.,Ontario,Chain Distribution,Basic Screening,Chlorinated Hydrocarbons,,0,,
29-Jan-14,GINGER ROOT,2140151,China - mainland,,No,,RC & LV,Cardenas Markets D.C.,Ontario,Chain Distribution,Basic Screening,LCMSMS,,0,,
29-Jan-14,OKRA (GUMBO),2140152,Honduras,"Choluteca, Honduras",No,,Green Mood Fresh,Cardenas Markets D.C.,Ontario,Chain Distribution,Basic Screening,Organophosphates,,0,,
29-Jan-14,OKRA (GUMBO),2140152,Honduras,"Choluteca, Honduras",No,,Green Mood Fresh,Cardenas Markets D.C.,Ontario,Chain Distribution,Basic Screening,LCMSMS,,0,,
29-Jan-14,OKRA (GUMBO),2140152,Honduras,"Choluteca, Honduras",No,,Green Mood Fresh,Cardenas Markets D.C.,Ontario,Chain Distribution,Basic Screening,Chlorinated Hydrocarbons,,0,,
29-Jan-14,"BEANS (GREEN, STRING)",2140153,Mexico,,No,,Top Seven,"Cardenas Markets, D.C.",Ontario,Chain Distribution,Basic Screening,Chlorinated Hydrocarbons,,0,,
29-Jan-14,"BEANS (GREEN, STRING)",2140153,Mexico,,No,,Top Seven,"Cardenas Markets, D.C.",Ontario,Chain Distribution,Basic Screening,LCMSMS,THIOPHANATE-METHYL,0.175,2,0.018
29-Jan-14,"BEANS (GREEN, STRING)",2140153,Mexico,,No,,Top Seven,"Cardenas Markets, D.C.",Ontario,Chain Distribution,Basic Screening,Organophosphates,,0,,
29-Jan-14,CHERRY,2140154,Chile,,No,,Copefrut,Super King Market,Claremont,Retail,Basic Screening,LCMSMS,ACETAMIPRID,0.038,1.2,0.01
29-Jan-14,CHERRY,2140154,Chile,,No,,Copefrut,Super King Market,Claremont,Retail,Basic Screening,LCMSMS,TEBUCONAZOLE,4.01,5,0.02
29-Jan-14,CHERRY,2140154,Chile,,No,,Copefrut,Super King Market,Claremont,Retail,Basic Screening,Chlorinated Hydrocarbons,IPRODIONE,13.9,20,0.02
29-Jan-14,CHERRY,2140154,Chile,,No,,Copefrut,Super King Market,Claremont,Retail,Basic Screening,Organophosphates,,0,,
29-Jan-14,KALE,2140155,California,Fresno,No,,Pamela,Super King Market,Claremont,Retail,Basic Screening,LCMSMS,IMIDACLOPRID,0.035,3.5,0.02
29-Jan-14,KALE,2140155,California,Fresno,No,,Pamela,Super King Market,Claremont,Retail,Basic Screening,LCMSMS,FENAMIDONE,0.084,55,0.02
29-Jan-14,KALE,2140155,California,Fresno,No,,Pamela,Super King Market,Claremont,Retail,Basic Screening,Chlorinated Hydrocarbons,,0,,
29-Jan-14,KALE,2140155,California,Fresno,No,,Pamela,Super King Market,Claremont,Retail,Basic Screening,Organophosphates,,0,,
29-Jan-14,SUBTROPICAL AND TROPICAL FRUIT (ALL OR UNSPEC),2140156,Vietnam,,No,T-036-S14,HG,Super King Market,Claremont,Retail,Basic Screening,LCMSMS,DIFENOCONAZOLE,0.021,NTE,0.01
29-Jan-14,SUBTROPICAL AND TROPICAL FRUIT (ALL OR UNSPEC),2140156,Vietnam,,No,T-036-S14,HG,Super King Market,Claremont,Retail,Basic Screening,Chlorinated Hydrocarbons,,0,,
29-Jan-14,SUBTROPICAL AND TROPICAL FRUIT (ALL OR UNSPEC),2140156,Vietnam,,No,T-036-S14,HG,Super King Market,Claremont,Retail,Basic Screening,LCMSMS,CARBENDAZIM,1.29,NTE,0.01
29-Jan-14,SUBTROPICAL AND TROPICAL FRUIT (ALL OR UNSPEC),2140156,Vietnam,,No,T-036-S14,HG,Super King Market,Claremont,Retail,Basic Screening,Organophosphates,,0,,
29-Jan-14,"LETTUCE, LEAF (ALL OR UNSPEC)",R14M00181,United States,,No,,Andy Boy,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,GCMSMS,CYFLUTHRIN,0.331,6,0.01
29-Jan-14,"LETTUCE, LEAF (ALL OR UNSPEC)",R14M00181,United States,,No,,Andy Boy,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,CYMOXANIL,0.038,19,0.02
29-Jan-14,"LETTUCE, LEAF (ALL OR UNSPEC)",R14M00181,United States,,No,,Andy Boy,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,FAMOXADONE,1.22,25,0.02
29-Jan-14,KALE,R14M00182,United States,Oakland,No,,Ratto Bros. Greens,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,FENAMIDONE,0.039,55,0.02
29-Jan-14,KALE,R14M00182,United States,Oakland,No,,Ratto Bros. Greens,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,IMIDACLOPRID,0.028,3.5,0.02
29-Jan-14,KALE,R14M00182,United States,Oakland,No,,Ratto Bros. Greens,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,FLUBENDIAMIDE,0.022,25,0.01
29-Jan-14,KALE,R14M00182,United States,Oakland,No,,Ratto Bros. Greens,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,GCMSMS,,0,,
29-Jan-14,SPINACH,R14M00183,Mexico,,No,T-31-N14,Boskovich Quality Vegetables,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,SPINOSAD,0.109,8,0.01
29-Jan-14,SPINACH,R14M00183,Mexico,,No,T-31-N14,Boskovich Quality Vegetables,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,CYMOXANIL,0.08,19,0.02
29-Jan-14,SPINACH,R14M00183,Mexico,,No,T-31-N14,Boskovich Quality Vegetables,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,SPIROTETRAMAT,0.152,9,0.01
29-Jan-14,SPINACH,R14M00183,Mexico,,No,T-31-N14,Boskovich Quality Vegetables,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,GCMSMS,CHLORTHAL-DIMETHYL,0.023,NTE,0.01
29-Jan-14,SPINACH,R14M00183,Mexico,,No,T-31-N14,Boskovich Quality Vegetables,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,FAMOXADONE,2.58,50,0.02
29-Jan-14,SPINACH,R14M00183,Mexico,,No,T-31-N14,Boskovich Quality Vegetables,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,FLONICAMID,0.217,9,0.06
29-Jan-14,SPINACH,R14M00183,Mexico,,No,T-31-N14,Boskovich Quality Vegetables,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,MANDIPROPAMID,1.31,20,0.01
29-Jan-14,SPINACH,R14M00183,Mexico,,No,T-31-N14,Boskovich Quality Vegetables,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,CYROMAZINE,0.03,7,0.01
29-Jan-14,"BEANS (GREEN, STRING)",R14M00184,Mexico,"Guasave, Sin Mex",No,,Top Seven,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,THIOPHANATE-METHYL,0.11,2,0.01
29-Jan-14,"BEANS (GREEN, STRING)",R14M00184,Mexico,"Guasave, Sin Mex",No,,Top Seven,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,GCMSMS,BIFENTHRIN,0.022,0.6,0.01
29-Jan-14,CARROTS (ROOT CROP),R14M00185,United States,,No,,Grimmway Farms,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,GCMSMS,,0,,
29-Jan-14,CARROTS (ROOT CROP),R14M00185,United States,,No,,Grimmway Farms,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,LINURON,0.057,1,0.02
29-Jan-14,ARTICHOKE (GLOBE) (ALL OR UNSPEC),R14M00186,Mexico,,No,,Ocean Mist Farms,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,GCMSMS,,0,,
29-Jan-14,ARTICHOKE (GLOBE) (ALL OR UNSPEC),R14M00186,Mexico,,No,,Ocean Mist Farms,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,AZOXYSTROBIN,0.176,4,0.01
29-Jan-14,"PEPPERS (FRUITING VEGETABLE), (BELL,CHILI, ETC.)",R14M00187,Mexico,"Elota, Sinaloa, MX",No,,Farmers Best,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,BOSCALID,0.052,3,0.01
29-Jan-14,"PEPPERS (FRUITING VEGETABLE), (BELL,CHILI, ETC.)",R14M00187,Mexico,"Elota, Sinaloa, MX",No,,Farmers Best,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,GCMSMS,,0,,
29-Jan-14,"PEPPERS (FRUITING VEGETABLE), (BELL,CHILI, ETC.)",R14M00187,Mexico,"Elota, Sinaloa, MX",No,,Farmers Best,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,ACETAMIPRID,0.019,0.2,0.01
29-Jan-14,"PEPPERS (FRUITING VEGETABLE), (BELL,CHILI, ETC.)",R14M00187,Mexico,"Elota, Sinaloa, MX",No,,Farmers Best,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,IMIDACLOPRID,0.033,1,0.02
29-Jan-14,"PEPPERS (FRUITING VEGETABLE), (BELL,CHILI, ETC.)",R14M00187,Mexico,"Elota, Sinaloa, MX",No,,Farmers Best,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,TRIFLOXYSTROBIN,0.019,0.5,0.01
29-Jan-14,"PEPPERS (FRUITING VEGETABLE), (BELL,CHILI, ETC.)",R14M00187,Mexico,"Elota, Sinaloa, MX",No,,Farmers Best,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,METHOMYL,0.09,2,0.04
29-Jan-14,"GINGER (GINGER ROOT, COMMON GINGER)",R14M00188,Hawaii,,No,,Hawaiian Ginger,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,GCMSMS,,0,,
29-Jan-14,"GINGER (GINGER ROOT, COMMON GINGER)",R14M00188,Hawaii,,No,,Hawaiian Ginger,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,,0,,
29-Jan-14,RASPBERRY (ALL OR UNSPEC),R14M00189,United States,,Yes,,Driscoll's,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,SPINOSAD,0.196,0.7,0.01
29-Jan-14,RASPBERRY (ALL OR UNSPEC),R14M00189,United States,,Yes,,Driscoll's,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,GCMSMS,,0,,
29-Jan-14,ORANGE (ALL OR UNSPEC),R14M00190,United States,,No,,Sequoia,Save-Mart Distribution Center,Roseville,Chain Distribution,Basic Screening,LCMSMS,IMAZALIL,1.28,10,0.01
